text,label
"Dans ces situations, lorsque je ne trouve pas la compagne idéale, je me comporte comme un idiot et souvent pratique la relation sexuelle sans lendemain.",1
Vous devez reconnaître que la poésie transcende les choses les plus simples.,1
Tu devrais demander à Jacques Pradel car il est au chômage.,1
C'est parce qu’ils sentent que tu es homosexuel qu'ils sont amicales.,1
"Et, même après la premier rendez-vous, essaies de ne pas faire l'amour avec lui !",1
Il est temps d'arrêter notre croyance en la personne du Père Noël.,1
Le but est de tout faire pour être heureuse (toi en premier !).,1
"Si la demoiselle ne se plaint pas, ce n'est pas la peine de te droguer avec des cachets.",1
"Ce n'est pas le cas, il faut toujours faire attention à ne pas tomber dans la monotonie.",1
"Alors que les bars, c'est sympathique. Boire un verre délie les langues !",1
"Il faut donner du plaisir et en recevoir, sans quoi nous risquons de paraître idiot.",1
Il faut l'obliger à divorcer pour s'installer à deux !,1
"Ne demeure pas dans une relation avec une personne, sachant qu'elle te fait souffrir.",1
Tout mon être était empli d'un sentiment de panique.,1
"En effet, mon petit ami est parfait sous toutes les coutures.",1
Je perd un ami s'il n'est pas intelligent.,1
Espèce de zoulou que tu es va!,1
"Bonjour, la norme dites-vous, c'est peut-être dans le respect que l'on peut la trouver.",1
Évidemment que la taille a une importance capitale puisque lorsqu'elle ne me convient pas ce n'est pas plaisant.,1
Je dirai le ski sans aucune hésitations possible.,1
Il faut se simplifier la vie!,1
"C'est typique de la saison, l'air froid et la surface du sol relativement chaude.",1
"Trouve-toi un autre conjoint, c'est l'unique moyen de tourner la page.",1
"Ne te fâche pas, c'est simplement une blague.",1
"Personnellement, je viens ici principalement dans le but d'aider et d'être aidé.",1
"En fait, agis comme si tu étais célibataire (ne va pas voir d'autres hommes bien sûr !).",1
Je me suis mis à rire tout en réalisant qu'elle était sérieuse.,1
"Lorsque j'ai un principe, je m'y tiens.",1
"Oui, cela est tout à fait possible, pourquoi pas?",1
"Fonce mais, personnellement, j'aime commencer une relation par SMS.",1
Je n'ai aucune réponse à ta question et cela m'étonnerait que ton mari en est une !,1
"D'après la publicité : plus tu en met, plus tu en as. Alors mets du déodorant.",1
"Il n'y a rien d'écrit, seulement des mots.",1
"Nous nous aimons tous de la même façon, il ne devrait pas y avoir de différence!",1
Il est important qu'un fantasme ne soit rien de plus qu'un fantasme.,1
Je vous conseille les clubs de sport.,1
Tu devrais suivre ton intuition.,1
"Ensuite, cela repart!",1
Écoute tes envies.,1
"Si elle veut m'utiliser, je n'aurai plus de contact.",1
Pour aussi longtemps que ceci est mutuellement partagé et désiré par les personnes concernées quelques soit leur nombre.,1
C'est-à-dire ?,1
Tu dois te retenir et attendre qu'il fasse le premier pas car c'est à lui de le faire.,1
"Des bas oui, mais des porte-jarretelles non, ceux-ci n'ont à priori aucune utilité.",1
"Fuis-moi, je te suis.",1
J'ai eu l'occasion de le visiter et je le trouve bien !,1
"Si vous amour est fort et sincère, il pourras renverser des montagnes !",1
C'est une nouvelle surprenante.,1
"Jusqu'à quand tu lui donnes toutes les choses dont il a besoin, il serait stupide de se plaindre.",1
Mais de nos jours ce sera une garde partagée ce qui me paraît plus juste.,1
Ça colle mais c'est tellement bon !,1
La différence est mince cependant cela reste très différent.,1
"En ce qui me concerne, je suis ton amie.",1
Je suis désolé mail il s'agit peut être d'une personne qui manque de courage.,1
"Ça va venir, je vois le futur dans ma boule de cristal!",1
"Repousser une femme vous proposant sa tendresse car vous l'avez émue par le verbe, ne serait pas une bonne idée.",1
"La stupidité humaine se retrouve partout, même sur YQR!",1
"Non, tout de même pas à ce point-là. Mais cela reste sympathique.",1
Et ensuite tout recommence.,1
Soit tu tombes à chaque fois sur des mauvais garçons soit tu es trop exigeante.,1
Il est possible que les femmes de nature coquine ne souhaitent pas entrer en relation avec toi.,1
"Oui, ce serait très bien.",1
On peut se marier à 20 ans et divorcer à 22 ans.,1
Personne n'est à personne. Oubliez-donc votre mauvaise éducation.,1
L'amitié est déjà un sentiment très fort.,1
On se recoiffe vite fait pour être jolie.,1
"Hobbi signifie ""mon amour"".",1
Oublie l'et trouves-toi un autre homme.,1
N'étant malheureusement pas aussi flexible qu'un gymnaste.,1
Abstenez-vous en pour quelques jours.,1
Félicitations à ceux qui ont compris ce qui était demandé.,1
Bonne chance dans votre quête de l'amour.,1
Cependant la tête et le cœur sont souvent en contradiction.,1
"Des friandises, des chandails, des disques compacts, des livres et des parfums, mais surtout de l'amour.",1
Il faut que tu fasses naitre en lui le sentiment de jalousie ou sinon tu peux décider d'être indifférente. Cela devrait le faire réagir.,1
Tu dois réfléchir et rompre cette relation si tu veux continuer à vivre.,1
Votre amour surmontera les montagnes s'il est sincère et solide!,1
"Également, une fille sophistiquée coûte financièrement cher!",1
Alors envoie le bouler et cherches en un dont la mère vit très loin.,1
Mon copain me manque.,1
"Je vous prierai de les énumérer à tour de rôle, autrement il serait préférable que que vous raccrochiez votre téléphone pour que l'on puisse vous joindre.",1
Nous n'avons pas d'autres solutions que d'acheter en priorité pour nos enfants et de renoncer au reste.,1
Lisez la charte de QR!,1
Abstenez-vous pendant quelques jour.,1
Je vous avoue que je ne saisis pas; pourriez-vous éclairer ma lanterne?,1
Je t'injurierais en réponse à toutes tes questions!,1
"Si tu ne peux l'ignorer, c'est que tu l'aimes encore.",1
Ce qui te semble parfait.,1
Comment pouvez-vous encore aimer les femmes ?,1
Qui cherche finit par trouver !,1
"Excepté si tu ne la prends pas à temps ou que tu sois malade et que tu vomisses, à 99,99%!",1
Je n'en suis pas sûr.,1
La jeunesse est désormais davantage dans l'esprit!,1
"Il n'est pas très difficile de savoir, s'il éprouve encore des sentiments pour vous.",1
"Lorsqu'une fille ou un garçon te dit qu'il ou elle veut réfléchir c'est que c'est fini, mais qu'il y met la forme.",1
Vous avez tout mon soutient alors n'ayez pas peur.,1
C'est incroyable !,1
Tu dois le laisser !,1
Tu as besoin de quelqu'un soit à tes côtés.,1
J'étais totalement affolé(e)!,1
Tu peux le choisir si tu veux tant qu'il convient à ta sœur.,1
Je ne pense pas qu'on puisse chercher son âme sœur.,1
C'est à la fois original et utile.,1
"En ce qui concerne les bêtises, nous allons en faire mais on ne t'en parlera pas!",1
"Oui à des bas, contrairement aux porte-jarretelles qui n'ont aucune utilité.",1
"Sur ce, je vous dis à demain.",1
"Ou ""La mer Noire"" dans ""Questions pour un champion"".",1
J'aime faire le ski sans hésitation.,1
Ce n'est pas si difficile de faire attention à son écriture car un texte mal écrit n'attire pas l'attention.,1
J'ai hâte à ce soir pour que je pratique un peu.,1
"La fatigue commence à se faire sentir, alors je vais bientôt dormir!",1
En ce qui me concerne je dirais faire l'amour car c'est un art que nous pratiquons.,1
Ce que tu lui fais subir est terrible !,1
"Contactes-moi par courriel, j'attends de tes nouvelles.",1
Les sites de rencontres sont rarement dirigés par des enfants de chœur !,1
"En effet, on peut dire qu'ils sont attirés l'un par l'autre.",1
Cette question n'est pas claire !,1
Tu veux dire : faire mille fois l'amour avec une femme ou faire une fois l'amour avec mille femmes ?,1
Part à sa rechercher dans un autre quartier mais pas dans celui-ci.,1
Il ne prêtait pas attention à la situation.,1
Je ne pense par qu'il faille chercher l'âme sœur.,1
J'ai bien peur que cela ne fasse plus de mal que de bien.,1
Ne le fait qu'une seule fois.,1
"Il faut voir un médecin, je suis concernée.",1
Tous ces sites ne sont pas fiables.,1
Ah oui... On est tous passés par là.,1
"Si elle voulait profiter de moi pour pouvoir venir, je ne la verrais plu.",1
"Tu vas certainement me manquer, chère amie!",1
Comme tu es grave !,1
"Non, tout ce qui est dit dans cette annonce publicitaire est véridique.",1
Je te conseille un bain humide pour hydrater ton visage.,1
"Quasiment 100%, excepté si tu la prends en retard ou que tu la vomisses parce que tu es malade.",1
C'est bon si tout les filles tombent a tes genoux!,1
Il est se montrer hautain.,1
"En ce qui me concerne, il y a beaucoup de petites choses.",1
L'important c'est de pas lui demander d'agir de cette façon.,1
"S'il vous a adressé la parole, alors il a pris le risque de se faire attraper.",1
"C'est drôle, n'est-ce pas. C'était ma femme de ménage !",1
"Je tente de la retrouver depuis plusieurs années. Elle est française, originaire de Lille.",1
Tu n'es juste pas son type.,1
Tout ce qu'il y a à faire est de te comporter naturellement.,1
Le plus difficile n'est pas de faire le premier pas.,1
"Si vous voulez mon avis, cette idée est sans intérêt.",1
Pourquoi ne pas lui parler et le menacer? J'ai déjà employé cette méthode et ça a fonctionné.,1
Il faut s'aimer soi-même pour aimer l'autre plus que tout.,1
Au lieu de la demander en mariage ? Ce n'est pas très romantique !,1
Cela est pour te faire comprendre ce que tu ne comprends pas.,1
"Oui je connais ce problème, la première fois que j'ai rencontré ma mère, j'avais 37ans!",1
Je ne sais pas quoi te dire juste à part que je te souhaite que du bonheur avec lui et sans son ex-compagne si possible.,1
Vous me peinez vraiment ma chère mère !,1
"Oh oui, j'ai ce fantasme !",1
Samourra je réponds à votre interrogation en vous demandant pourquoi vous avez choisi un logotype identique au mien ?,1
"Les hommes c'est comme des bébés, si une femme l’élevait elle le garderait pour toujours.",1
"Honnêtement, je suis tellement vieille (même si ce n'est qu'un état d'esprit !)",1
Vous devriez lui être infidèle avant de vous en séparer.,1
Ce n'est pas une formule à apprendre par cœur!,1
Tu ne dois pas avoir un mauvais moral.,1
On a le même âge et on vit une situation identique.,1
Je ne conserve pas un ami qui manque d'intelligence.,1
Mon mari m'a dit qu'il m'aimait après 32 ans de mariage.,1
"Le seul mot d'ordre pour ce type de relation difficile à gérer, c'est de ne pas mettre la pression.",1
"Oui, en partageant ma bière avec ma petite amie.",1
"En ce qui me concerne, je pars.",1
Je me PACS d'ici peu.,1
Il est toujours ignorant de la raison.,1
"Dans tous les cas, tu m'as bien fait rire. Je te remercie.",1
"Si tu es certain de toi, ils t'épauleront.",1
Vous n'avez aucune assurance qu'une fois que vous serez sur place tout se déroulera sans encombres.,1
"Elle pensais que tu voulais approfondir votre relation, c'est pour cette raison qu'elle t'évite.",1
Je l'ai visité et mon impression était positive.,1
Ça n'arrivera peut-être jamais mais ce sera quand les hommes et les femmes pourront se parler plus de 10 minutes sans se disputer.,1
"Il est possible de la serrer; la sentir; ou bien même lui parler, mais pas de la mordre.",1
"La Méditerranée, pour être plus proche de mon amoureux!",1
Vous vous comportez comme un mauvais garçon !,1
"Si ton pseudonyme te ressemble, hâte-toi de t'en aller.",1
"Non, il n'est pas avec moi!",1
Il est vrai que le film est bon.,1
"Les arrangements floraux sont arrivés superbes et en parfaite condition, très bien emballés et d'une fraîcheur excellente.",1
Il n'y a pas de problème particulier avec toi.,1
"J'ai déjà eu une aventure avec un homme que appréciait, et cela c'est bien passé.",1
Tout cela sera subjectif en fonction du montant de bonne volonté qu'ils démontreront ou pas.,1
"Tu es ce que l'on appelle une SAF, c'est-à-dire une Sans Amis Fixes.",1
Être agent de police n'implique pas nécessairement être répressif!,1
"Non, mais de me sauver, oui.",1
"Alors là, elle rêve. Et si c'était le cas, j'aurais certainement versé une bonne dose de poison dedans !",1
Énumère-les moi ou communique moi ton numéro de téléphone afin que nous t'appelions.,1
Je vous prierais de bien vouloir reformuler votre question car certains passages de votre texte manquent de clarté.,1
Ce n'est vraiment pas terrible!,1
"Non, je vous avoue que je ne vois pas comment éclairer ma lanterne.",1
Cela plait aux hommes parce qu'ils n'ont pas à vivre les démangeaisons qui viennent avec la repousse!,1
"Vous devriez en ce sens, poser votre question sur Yahoo Canado.",1
Tu devrais le tromper et le larguer !,1
"Courage, je partage ta peine.",1
Son cœur et son corps.,1
"Il est plus érudit que vous ne l'êtes, c'est similaire à avoir un meilleur ami et un petit ami en même temps.",1
"Oui, je peux te l'assurer : la bêtise ne se guérit pas et elle est contagieuse. Il faut faire très attention.",1
"Bien que tout ceci n'ai guère de sens, c'est ainsi que sont les choses.",1
"Vous êtes adepte du film 9 semaines et demie, cela est également mon cas.",1
Ils ont 26 ans de différence d'âge mais leur relation de couple est toujours aussi bonne.,1
"Il n'y a rien que vous puissiez faire, on ne peut pas changer le passer.",1
"Si elle ment beaucoup, c'est qu'elle est infidèle.",1
Comment faire confiance à un être humain?,1
Il est toujours possible de rêver comme vous le dites si bien.,1
"Tu as raison, si vous vous aimez.",1
"Lorsque je me brouille sérieusement avec mon frère, je ne lui adresse plus la parole et cela peut durer plusieurs mois.",1
"Si tu recherches quelqu'un alors cela peut être utile, autrement non.",1
C'est à toi de me le dire.,1
Je me tais.,1
"Vérifiez donc votre écriture, ce n'est pas si difficile que ça. Un texte rempli de fautes n'attire point l'attention.",1
"Non, il n'y a pas de mal à ça.",1
"Oui, si cela vient naturellement.",1
Explique-nous cela avec davantage de détails.,1
Je te conseille de faire un facial humide pour ton visage.,1
"Notre amour est le même pour tous, les différenciations ne devraient pas avoir lieu.",1
"Et demain, on sera en décembre.",1
Vos questions sont agaçantes et m'empêchent de trouver le sommeil !,1
Je n'arrête pas de me poser la question !,1
"Mais, je te rassure, évoluer ne veut pas nécessairement dire ""changer"", tant que tu parviens à rester toi-même.",1
"Si tu n'aimes pas les femmes et que tu les trouves repoussantes, reste célibataire. C'est mieux pour toi.",1
"Agissez, ne restez pas ici à rien faire.",1
Lorsque quelqu'un te dit qu'il ou elle veut réfléchir c'est que c'est terminé mais qu'ils y mettent les formes.,1
Demande-lui ce qu'il veut réellement!,1
Cela est comparable à se servir trois fois au dessert: on risque de tomber malade.,1
"Si votre nom est la représentation de votre personne, je vous recommande de déguerpir rapidement.",1
Je n'éprouve cependant aucun regret !,1
"Il peut retourner à la mairie de la ville où il est né, les fonctionnaires qui y travaillent regarderont dans les archives.",1
C'est dans le but de vous faire comprendre tout ce dont vous passez à côté.,1
On peut presque dire qu'il s'agit de quelque chose que l'on voit très fréquemment.,1
Je ne sais pas si mon conseil porte ses fruits mais ça a fonctionné à chaque fois pour moi !,1
C'est la moindre des choses de faire une salutation a ceux qui nous est proche.,1
Tu vas avoir du mal !,1
"Je plaisantais, je suis aussi d'avis qu'il s'agit en effet d'une bonne initiative.",1
Il te faut bien comprendre comment il agit envers toi.,1
"Clique sur ton avatar en haut à gauche puis regarde la rubrique ""Mes questions"".",1
Ayez confiance en moi car je parle en connaissance de cause.,1
Mais cela vaut la peine.,1
"Je sais quoi je raconte, crois-moi!",1
En regardant ses yeux brillant comme des diamants et la transpiration sur son nez.,1
"Contacte-moi par e-mail, je t'attends.",1
Je trouve ça abject !,1
Il faut tout simplement que tu lui parles.,1
Apparemment on n'est pas du même milieu.,1
Il est impossible qu'il me parle de cette manière!,1
Vous aurez de la difficulté à endurer.,1
"Oui, si ça vient naturellement!",1
"Au cas où vous n'êtes pas familiarisé avec ce procédé, cela se trouve sur la partie supérieur de la page d'accueil de Yahoo.",1
N'auriez-vous pas des amies à me présenter?,1
"Il n'y a pas de problème, tu l'enregistres et tu l'entendras toujours.",1
"Bon, ça suffit maintenant !",1
"Pour ma part, je trouve cela mignon",1
"Si vous êtes comme Diam's, peu importe à quel point vous chercherez, vos efforts seront vains.",1
"Si votre amitié lui importe, alors il saura vous retrouver.",1
Ma relation avec un ami prend fin s'il n'est pas doté d'intelligence.,1
Cela rend les hommes heureux car ils ne sont pas ceux qui subissent les démangeaisons lors de la recroissance.,1
Avis de recherche : recherche cerveau désespérément.,1
"Inscris-toi sur des sites de rencontres, le hasard fait bien les choses.",1
"En fait, ce terme de ""sexe faible"" est plutôt machiste.",1
"Peut-être devrais-tu également essayer une position où tu serais plus ""écartée"". Par exemple, il peut être allongé tandis que, toi, tu le chevauche.",1
"Oui, c'est véridique.",1
"Ne te presse pas. Au moment venu, tu oublieras que ton cœur a déjà saigné une fois.",1
Il n'en pas encore compris les raisons.,1
Parce que tu n'as pas encore trouvé ta moitié.,1
"Je vous souhaite une bonne nuit, et je pense que je vais aller me coucher aussi.",1
Tu commences un peu à me lasser de répéter ta question !,1
Vous devriez lui imposer une pénitence sexuelle pendant quelques jours et vous verriez certainement une modification dans son comportement. !,1
Diriez-vous que je suis dans l'erreur?,1
Serait-il possible que vous soyez dans l'incapacité de comprendre une méthode aussi simpliste?,1
Vous passez trop de temps ensemble !,1
Il n'a toujours pas compris pourquoi.,1
Pouvez-vous me dire si votre amour pour moi est réel ?,1
C'est vrai aussi !,1
Je trouve ça honteux!,1
"Il est possible que ce soit à cause de ta personnalité, mais tu n'as pas à changer: on doit t'aimer tel que tu es.",1
Deux années après.,1
J'irai en prison parce que je les tuerai tous le deux.,1
Elle vient seul et en particulier lorsqu'on pense qu'elle ne va pas venir.,1
Tu verras ce qu'il se passe si tu exprimes ta pensée.,1
"Je vous suggère de vous interroger sur votre relation si vous sentez que vous ne vous intégrez pas à son environnement familial même si, bien évidemment, il existe des exceptions à la règle.",1
"Le fait est qu'une meilleure amie et un petit copain sont deux personnes qui remplissent des rôles tellement distincts, qu'il n'est pas de trop d'en avoir une de chaque.",1
Les amis qui vous trahissent ne sont pas vos amis. Les vrais amis ne font qu'un avec soi.,1
"S'il veut être ami avec toi, il reviendra vers toi.",1
Il ne faut pas se mettre en colère mais plutôt agir.,1
Il faut que tu mordes bien fort l'oreiller et que tu penses à autre chose.,1
On dirait que tu te sens vieille.,1
"Vas de l'avant, ne reste pas dans une attente passive!",1
Ne passez pas outre de ceci et transmettez-lui cette information.,1
Ne t'inquiète pas car cela cela ne va point durer.,1
Force est de constater qu'ils éprouvent une attirance mutuelle.,1
Je trouve l'envoi d'un SMS trop aimable dans ces circonstances.,1
"Gardez bien en tête qu'en dépit de leur ressemblance, ce ne sera à aucun moment la célébrité dont vous rêvez.",1
Cela reste de l'ordre du fantasme bien que ce soit possible.,1
Il n'y a aucune manière que je fasse ça.,1
"Je ne comprends la question, peux-tu la reformuler dans un français correct s'il-te-plaît?",1
Mon conjoint m'avait dit trouver cela agréable à regarder.,1
C'est très bien pensé et pratique en même temps.,1
Comment savoir si une personne est sérieuse ? Que ce soit sur le internet ou dans la vie courante.,1
Il est plus sage d'être certain avant de prendre une décision.,1
Je ne crois pas être la seule personne dans cette situation.,1
Tu aurais des amies à me présenter?,1
"Bonsoir, je vais être bref : soit heureuse.",1
Parce que aujourd'hui c'est un sujet dont on n'ose pas en parler.,1
"Il faut parfois être patient, et les choses s'arrangeront d'elles-mêmes!",1
L'amitié est déjà en soi un très fort sentiment.,1
Tel homme peut aimer quelque chose qu'un autre n'aimera pas du tout!,1
Tu devrais cesser de telles généralisations!,1
Il est tout simplement dyslexique.,1
"Bonsoir, je vais être bref, sois heureuse.",1
Je n'appelle pas cela une amie.,1
Ce sera plus facile pour toi de cette façon.,1
"Concernant cette année, j'ai opté ce matin pour un voyage au soleil.",1
"Si vous n'êtes pas attiré par la gent féminine, restez-en éloigné.",1
"C'est triste mais, la plupart du temps, on ne se rend pas compte de la chance que l'on a.",1
La question ne doit pas toucher la sensibilité de la personne.,1
On ne doit y aller qu'à partir de 13 ans seulement!,1
Je vous prie de bien vouloir nous expliquer de manière plus détaillée.,1
Nous n'en avons qu'une seule alors vivons là le plus possible.,1
C'est parce que tu n'as pas trouvé la bonne personne encore.,1
Je voudrais savoir si tu ressens des sentiments pour moi ?,1
"L'éjaculation est un orgasme, c'est biologique.",1
"Il faut être gentil, attentionné et drôle.",1
C'est énervant ne pas trouver une allumette quand tu as besoin de fumer.,1
Il serait préférable pour vous d'aller de l'avant sans hésiter.,1
Ne brise pas contact avec cette personne.,1
Une façon de savoir ou l'on va!,1
Je ne porte pas de jugement sur tes actions.,1
Tu as de la chance !,1
"C'est bien que tu te confies, ça va t'aider. Téléphone donc à SOS Amitié.",1
Mon amoureux à tous les défauts.,1
"Bonjour, si vous êtes intéressé par l'idée de former une relation amicale par correspondance, n'hésitez pas à m'en faire part.",1
"Et demain tu verras, il sera ravi de te voir encore plus jolie, et se sera reposé.",1
Il faut faire attention car le poppers est nocif pour les neurones cérébraux.,1
Tu as peut-être posé une question.,1
Il semblerait que c'est bien commencé!,1
"Personnellement je trouve cela formidable, tu devrais aller le retrouver si tu l'aimes vraiment.",1
"Tenez bon et quoi qu'il arrive, faites preuves de patience et vous serez récompensés.",1
"Bien sûr qu'il s'agit d'hommes, de qui d'autre pourrait-il s'agir.",1
Mon frère et moi pouvons rester plusieurs mois sans nous adresser la parole après une sérieuse dispute.,1
Il risquait d'être pris au piège en te parlant.,1
PS : la consommation de poppers entraîne des lésions neurologiques.,1
On s'aime tous de la même façon. Il ne devrait pas y avoir de différence !,1
Certainement pour de devenir son proxénète et qu'elle lui fasse gagner de l'argent.,1
"Lorsque je sors de mes gonds avec mon frère, nous ne nous adressons plus la parole, et cela peut aller des mois durant.",1
"La raison pour laquelle tu le fais, c'est que cela te fait te sentir bien.",1
Peu d'hommes cependant pensent aux besoins des femmes.,1
En faisant attention à ne pas précipiter les choses.,1
Je suis de très bonne humeur.,1
"Ce qui l'a fait durer une année pourra la faire durer plus longtemps. Alors, il n'y a aucun souci.",1
Il faudrait déterminer ce qu'elle veut.,1
Il te reste encore beaucoup de chemin à parcourir pour la reconquérir.,1
Je suis complètement d'accord avec toi!,1
"Oui, tu as entièrement raison.",1
Soyons réalistes.,1
Nous devons nous y rendre seulement si on a plus de treize ans.,1
"Et ça risque, un jour, de faire mal !",1
Parce que tu le prends peut-être pour quelque chose d'autre.,1
Je ne suis pas un homme !,1
C'est le sommet de la montagne que tu dois atteindre. N'oublie pas que l'ensemble de la montagne en vaut la peine.,1
Excuse-moi mademoiselle. Où est la route vers l'enfer ?,1
Je ne trahis la confiance de personne.,1
Nous devrions accepter le progrès et les améliorations qu'il nous apporte.,1
Rendre sa vie plus simple.,1
"Ta question est effectivement pertinente; vous ne possédez rien de ce que l'on veut: amour, fidélité et confiance.",1
Est-ce que je me trompe ?,1
"En tout cas, ce matin je suis sans vigueur!",1
"Si vous êtes absolument certain qu'elle ne devrait aller là-bas, il est primordial que vous exprimiez votre argumentation.",1
Les relations de cœur sont compliquées lorsqu'elles sont à distance.,1
Je me tais!,1
Aimer se faire du mal.,1
"Refuse de lui faire l'amour pendant quelques jours, et tu verras sa réaction",1
Il vaux mieux attendre parfois. Ça changera tout seul.,1
"En discutant avec toi, il courait le risque de se faire prendre.",1
"Non, son heure n'a pourtant pas encore sonné.",1
Il dépasse les limites effectivement.,1
"Si tu ne parviens pas à l'ignorer, c'est que tu possèdes toujours des sentiments pour lui.",1
Tu devrais la retrouver à nouveau!,1
"S'il s'agit de la vérité, alors faites lui part honnêtement du fait que vous n'éprouvez plus rien à son égard.",1
"On peut avoir des sentiments amoureux de nombreuses fois, être amoureux de quelqu'un c'est facile.",1
J'étais dans un moment de confusion.,1
"Puisque nous sommes des êtres humains, tout est relatif à la situation ainsi qu'à la personne concernée.",1
La raison et les émotions sont souvent en opposition.,1
"Oui, il y a bien de l'avenir pour les métis étant donné qu'ils sont de plus en plus nombreux.",1
"En ce qui me concerne je l'accepte mais si quelqu'un n'est pas d'accord, il lui est possible de s’amuser différemment.",1
"Désolé, malheureusement je ne connais personne qui puisse te venir en aide.",1
Pourriez-vous reformuler votre interrogation dans une langue intelligible ?,1
"Je le fais fort souvent à mon épouse, mais elle ne me fait point de fellations.",1
Il doit se faire pardonner pour quelque chose.,1
"Le choix t'appartient, et il n'y a que toi qui puisse écouter ton cœur.",1
"Bien sur, le mal est déjà fait, alors fonce!",1
"Mais, pourquoi? Non!",1
"Si vous le désirez, je peux vous le faire suivre.",1
"Il ne me semble avoir contribué de quelque manière que ce soit, néanmoins je vous félicite et vous souhaite bonne chance pour votre nouvelle vie.",1
Tu dois tout faire pour assurer premièrement ton propre bonheur!,1
"Je ne suis pas en mesure de répondre à votre question, et il est fort probable qu'il en soit de même pour votre mari.",1
Il ne faut pas être collant avec les personnes.,1
Sache que tu remercieras tes parents plus tard pour cela!,1
Salut à toi et aux autres !,1
Ce n'est pas mon style d'en avoir plusieurs.,1
Vous pouvez vérifier sur internet par rapport à cette thématique.,1
Ne t'en préoccupe pas. Il va oublier.,1
"Oui, la taille joue aussi un rôle important parce que parfois ca ne convient pas.",1
"Il est en pleine crise d'adolescence, cependant il comprendra un jour qu'il a beaucoup à apprendre des générations précédentes.",1
Je n'ai pas essayé mais il paraît que ça brûle les yeux.,1
"Tu pourrais le faire, par contre je ne suis pas du tout convaincu que ce soit bénéfique pour toi ou pour l'autre personne.",1
"Si tu récents des sentiments, je ne vois d’où vient le problème.",1
C'est rare de trouver un tel ami. Il faut le protéger et le garder dans nos cœurs.,1
Il faut passer à autre chose.,1
Tu dois être honnête avec elle et lui dire que tu n'as pas de sentiment pour elle.,1
Il faut que tu poursuives ainsi.,1
Il faut faire attention à la manière dont on agit avec toi !,1
Peut-être vous adore-t-il mais qu'il n'ose pas vous le dire ?,1
Je suis sincère dans mes propos.,1
"Cependant si elle déjà amoureuse, alors essayez de déterminer si la relation est sérieuse ou non.",1
Je crois plutôt que l'on reconnaît la valeur d'une personne lorsqu'on se trouve loin d'elle.,1
Quelque chose est manquant.,1
Des personnes se détente pendant une longue durée.,1
"De nos jours nous pouvons rester jeune par notre conduite et cela, même si notre date de naissance dit le contraire !",1
Il fera ce qu'il faut pour vous retrouver si votre amitié compte réellement pour lui.,1
"J'étais avec ma copine en voiture, et d'un coup elle m'a demandé de m'arrêter dans le bois.",1
"Bien que le père de vos enfants puisse être considéré comme un bon géniteur, cela ne garanti en rien qu'il soit votre âme-sœur.",1
Le coup que l'on donne parce qu'on en peut plus et pas pour faire mal.,1
"J'irais en prison, car je les assassinerais tous les deux.",1
Il est bien connu que les histoires d'amour ont toujours une fin tragique.,1
"Je peux vous le garantir, la stupidité est incurable et contagieuse, il faut donc rester sur nos gardes.",1
Celui qui cherche les ennuis les trouve.,1
Sachez que ceci ne présente aucun intérêt pour moi.,1
Les sites de rencontres sont rarement gérés par des gens de bonne mœurs.,1
Peux-tu reformuler ta question ?,1
"Bonjour, pour ma part, l'expérience la plus érotique que j'ai pu vivre, ce fut chez mes beaux-parents.",1
Ne rompt pas tout lien.,1
Laisse parler ton cœur. Exprime réellement tes sentiments.,1
Ne restes pas dans une relation avec une personne si tu te sens mal avec elle.,1
"Vous devez avoir conscience que ce type d'amitié est précieuse, il faut avoir à cœur de la protéger !",1
"Fais attention, si tu t'exprimes de la même façon que tu écris, il risque de ne pas comprendre.",1
Je n'ai pas honte de te dire que j'ai t'ai fais du mal.,1
"Si tu es à la recherche de quelque chose d'autre, tu devrais aller sur un site de rencontres.",1
Je me demande comment elle a pu être ta meilleure amie. Ou peut-être l'as-tu simplement cru.,1
Ca plait aux hommes mais c'est pas eux qui ont des démangeaisons quand le poil repousse!,1
"Il ne faut rien faire, le passé est irréversible.",1
Il trouvera tout seul comment calmer ses pulsions!,1
Désirer se marier en 2006 est une idée bien singulière!,1
"Si je vous embrassais deux fois, que penseriez-vous de cela ?",1
"C'est autant agréable de courtiser que d'être courtisé, cela permet d'évaluer l'autre personne.",1
Je pense que vous êtes jeune pour ce type de question. Mais cela se fait là ou vous pensez que c'est fait.,1
"Non, mais je vous remercie de votre gentillesse.",1
"Tu aurais du donner le tien. Ainsi, on te répondra plus facilement.",1
A ce moment notre agenda est entièrement disponible.,1
La famille est la seule chose qui nous reste.,1
Un petit geste d’affection même si cela n’est pas original.,1
"Surtout ne perd pas espoir, tu va le trouver quand te ne cherche pas.",1
"Observez son regard, vous n'avez qu'a lui demander franchement s'il est marié ou non.",1
Je te souhaite tout de même bonne chance!,1
En vieillissant j'ai tendance à vouloir me rajeunir alors que lorsque j'étais jeune je majorais mon âge !,1
La politesse nous impose de ne pas parler la bouche pleine.,1
C'est surprenant qu'il n'y a eu aucun contact depuis 10 ans et qu'il retourne vers elle.,1
Cependant il est préférable de sortir pendant le weekend sous peine de devenir aliéné si nous ne sommes pas en mesure d'évacuer le stress de la semaine.,1
"Tu es une femme et tu possèdes tous les atouts, mais prends ton temps.",1
